zcrtname,zstate1,zcity3
China,jilin,ningjiang district
China,guangdong,lunjiao
China,heilongjiang,sa\u0027ertu qu
China,hainan,jiyangzhen
China,hubei,xiaogan
China,shaanxi,weibin district
China,tianjin,xiyuzhuang subdistrict
China,xinjiang uygur,dushanzi
China,zhejiang,wuyi county
China,hubei,huangshi
China,beijing,beixiaoyingzhen
China,hebei,hancunxiang baoding
China,beijing,wangsiyingxiang
China,sichuan,quxian
China,jilin,baishan
China,henan,yanshi district
China,jiangsu,nanchang district
China,shandong,juxian county
China,guangdong,jiangcheng district
China,guangdong,dalingshan
China,guangdong,heshan
China,shandong,beimazhen
China,zhejiang,zhuji
China,anhui,yongqiao district
China,hainan,dongfang
China,sichuan,zhenjingxiang
China,xinjiang uyghur autonomous region,ürümqi
China,hebei,changli
China,inner mongolia,wuhai
China,guangdong,dongcheng qu
China,zhejiang,shanhexiang
China,liaoning,lianshan district
China,guangxi zhuang,guilin
China,beijing,wangjing subdistrict
China,hubei,shiyan
China,ningxia hui,guyuan
China,henan,pingdingshan
China,chongqing,No Data
China,fujian,putian
China,fujian,longwen district
China,zhejiang,yaoxizhen
China,hubei,guanshan subdistrict
China,hebei,wangdu county
China,hunan,wangcheng district
China,hebei,yanshan
China,sichuan,jinkouhe district
China,shaanxi,huyi district
China,yunnan,mile city
China,yunnan,ruili
China,sichuan,shunqing district
China,sichuan,mianzhu
China,shanghai,baihezhen
China,guangdong,jianghai district
China,gansu,linxia county
China,hebei,wu an
China,liaoning,sujiatun
China,fujian,changting
China,shandong,zichuan
China,shandong,decheng district
China,jiangxi,ji an county
China,hebei,anxin county
China,hebei,nanpi
China,guizhou,xingyi
China,chongqing,rongchang district
China,anhui,quanjiao
China,zhejiang,shengzhou
China,chongqing,yunyang county
China,ningxia hui,helan county
China,fujian,jin\u0027an district
China,hebei,shanhaiguan
China,shandong,ningjinzhen dezhou
China,sichuan,changning
China,shanxi,yingxian county
China,sichuan,yueyang
China,sichuan,langzhong
China,anhui,bowang district
China,shandong,tancheng town
China,liaoning,taizihe district
China,jiangxi,yugan
China,henan,qibin district
China,liaoning,chaoyang
China,hebei,raoyang county
China,yunnan,zhaoyang district
China,shanxi,xinfu district
China,yunnan,jiangchuan district
China,henan,gongnong subdistrict
China,fujian,longhai district
China,hebei,fuxing district
China,hubei,yunyang district
China,hubei,laohekou
China,zhejiang,xiasha
China,shandong,caoxian county
China,shandong,fangzi district
China,hubei,dianjun district
China,shanxi,jincheng
China,hebei,xiongxian
China,hebei,fengning manzu aut county
China,anhui,dingyuan
China,hebei,yongqing county
China,liaoning,lüshun
China,anhui,wangjiang county
China,henan,xigong district
China,hebei,zhangbei county
China,anhui,zhangqiao
China,shandong,wulian
China,henan,wenfeng district
China,sichuan,zitong
China,jiangsu,tongshan district
China,gansu,qingyang
China,fujian,hanjiang district
China,guangdong,pingdixu
China,shaanxi,zhen an county
China,guangdong,chengqu district
China,shanxi,shouyang county
China,shanxi,lishi district
China,gansu,dingxi
China,hebei,anci district
China,anhui,yingdong district
China,yunnan,lijiang
China,shandong,weicheng district
China,henan,lingbao
China,inner mongolia,jinhezhen hohhot
China,hebei,rongcheng
China,jiangsu,yangzhong
China,liaoning,suizhong
China,sichuan,xuyong
China,guangdong,luhe county
China,guangdong,shaoguan
China,sichuan,xindu
China,shandong,chengshan
China,beijing,xibeiwang
China,shaanxi,hanbin district
China,shandong,dongchangfu district
China,shandong,liaocheng
China,jiangsu,donghai
China,guangdong,nan qu
China,sichuan,dongxing district
China,guangdong,wuhua county
China,gansu,tanchang county
China,guangdong,chang\u0027an
China,shandong,pingdu
China,jiangxi,yongfeng county
China,anhui,tianjia an district
China,shandong,zhoucun district
China,shandong,kenli district
China,inner mongolia,naiman banner
China,tibet,xigazê
China,fujian,ningde
China,guangdong,banfu
China,henan,qiuquxiang
China,guangdong,daliang subdistrict
China,liaoning,beizhen
China,guizhou,bijie
China,fujian,yunxiao county
China,chongqing,yuelaizhen yubei
China,henan,jinshui qu
China,guangxi zhuang,ningming
China,shaanxi,jingbian xian
China,hunan,shanhuxiang
China,liaoning,wanghua district
China,jiangxi,yichun
China,jiangsu,jianhu county
China,shaanxi,xianyang
China,henan,guanlinzhen
China,hubei,tianmen
China,chongqing,duzhou
China,zhejiang,fenghua
China,guizhou,longshan
China,guangdong,shilouzhen
China,shaanxi,baoji
China,xinjiang uygur,Ã¼rÃ¼mqi county
China,shandong,penglai
China,fujian,nanyuzhen
China,guangxi zhuang,bobai county
China,inner mongolia,xianghuang qi
China,guangxi zhuang,dongxing
China,shandong,bincheng district
China,shandong,dong e county
China,shanxi,jinyuan district
China,xinjiang uygur,karamay district
China,hebei,jiuzhou
China,hebei,xuanhua
China,guangxi zhuang,xingye county
China,guangxi zhuang,gangbei district
China,heilongjiang,daoli district
China,guangdong,huidong county
China,guangxi zhuang,qixing district
China,hunan,heshan district
China,sichuan,yajiang county
China,sichuan,luding
China,anhui,mengcheng
China,hubei,xinzhou
China,hebei,qianxi county
China,jilin,shuangyang
China,zhejiang,xiangshan county
China,heilongjiang,jianshan district
China,hebei,qingyuan district
China,gansu,xifeng district
China,fujian,shaxian district
China,shanghai,gaoqiao
China,anhui,huaiyuan
China,zhejiang,deqing
China,shanxi,changzhi
China,yunnan,yuanjiang county
China,inner mongolia,wudan
China,gansu,jiayuguan
China,tibet,seni district
China,shanghai,pudong xinqu
China,xinjiang uygur,yining
China,shandong,yiyuan county
China,guangxi zhuang,lingshan
China,shandong,daiyue district
China,yunnan,shilin yi autonomous county
China,hebei,boye
China,henan,zhanhe district
China,guangxi zhuang,jiangzhou district
China,hunan,nanxian county
China,guangxi zhuang,yinhai district
China,hunan,dingcheng district
China,jiangxi,leping
China,shanxi,jiexiu
China,xinjiang uygur,midong district
China,anhui,wuwei
China,tibet,lhasa
China,heilongjiang,suiling county
China,shandong,yanzhou
China,zhejiang,dongyang
China,hubei,tieshan district
China,hunan,xiangyin county
China,shanxi,shuoxian
China,heilongjiang,xi an district
China,henan,zhongmu county
China,hubei,huangpi district
China,xinjiang uygur,fukang
China,guangdong,heyuan
China,guangdong,wangniudun
China,yunnan,weixi
China,jiangsu,funing
China,guangdong,shajing
China,guangdong,fogang county
China,hebei,jizhou district
China,guangxi zhuang,liangqing
China,xinjiang uygur,zepu
China,hainan,danzhou
China,shaanxi,weicheng qu
China,jiangsu,meicunzhen
China,hubei,jianli county
China,liaoning,tiexi qu shenyang
China,anhui,ma\u0027anshan
China,jiangsu,huqiu qu
China,zhejiang,baiquexiang
China,henan,lankao county
China,hunan,taojiang county
China,shanghai,wujiaochangzhen
China,shanghai,sonjiang qu
China,guangxi zhuang,diecai district
China,hainan,jiyang district
China,beijing,baishanzhen
China,guangdong,dalang
China,hebei,shaheqiaozhen
China,hubei,xiangzhou district
China,hainan,fenghuangzhen
China,guangdong,xin\u0027an
China,fujian,licheng district
China,guangxi zhuang,qinzhou
China,hebei,chang\u0027an district
China,zhejiang,ouhai district
China,guangdong,xiangqiao district
China,fujian,youxi county
China,gansu,qinzhou district
China,hubei,huangmei county
China,jilin,shuangliao
China,yunnan,chuxiong
China,guangxi zhuang,guigang
China,hebei,zhangjiakou
China,guangdong,gangkou
China,shanxi,liulin
China,liaoning,gaixian
China,fujian,jianxin
China,hunan,pingjiang
China,fujian,gutian county
China,jiangsu,hongze district
China,sichuan,daxian
China,shandong,juancheng
China,shaanxi,zhouzhi county
China,henan,ruyang county
China,hubei,dangyang
China,heilongjiang,mudanjiang
China,guizhou,bijiang district
China,zhejiang,yongkang
China,hebei,shuangqiao district
China,guangxi zhuang,tengxian county
China,henan,xiping
China,liaoning,guta district
China,jilin,chuanying district
China,hebei,baxian
China,tianjin,xiaobailou subdistrict
China,jiangsu,dantu district
China,shanxi,wenshui county
China,guangdong,chang an
China,hebei,fengrun
China,heilongjiang,tiefeng district
China,hunan,lusong district
China,jiangxi,xinyu
China,sichuan,wanyuan
China,hunan,leiyang
China,shaanxi,xingping
China,anhui,ningguo
China,liaoning,anshan
China,sichuan,guixixiang chengdu
China,anhui,daguan district
China,inner mongolia,qahar youyi qianqi
China,shandong,qufu
China,guangdong,huadong
China,guangdong,xinan
China,sichuan,longchang
China,liaoning,jinzhou
China,guangxi zhuang,xiangshan district
China,anhui,nanqiao district
China,henan,xinxiang
China,fujian,changtai district
China,guangdong,chaolianzhen
China,liaoning,haicheng
China,yunnan,songming county
China,guangdong,zhenjiang district
China,fujian,pucheng county
China,jilin,xiaoyingzhen
China,beijing,huangcunzhen
China,zhejiang,huzhou
China,shanghai,taopuzhen
China,hubei,xiangyang
China,fujian,nan\u0027an
China,liaoning,kangping
China,fujian,datong
China,beijing,gaoliyingzhen
China,yunnan,baoshan
China,sichuan,xiqu district
China,shanxi,kuangqu district
China,shanghai,baoshan
China,hebei,fengnan
China,gansu,pingchuan district
China,zhejiang,yongjia county
China,shanghai,xinqiao
China,liaoning,xinfu district
China,tianjin,hongqiao district
China,heilongjiang,kedong
China,shandong,huaiyin district
China,shandong,tai an
China,heilongjiang,ranghulu district
China,sichuan,jinchuan
China,jiangxi,jingdezhen
China,hebei,dingxian
China,hebei,xingtai
China,tianjin,jinghai district
China,tianjin,baodi district
China,guangxi zhuang,wanxiu district
China,sichuan,linshui county
China,hebei,luquan district
China,hunan,yuhu district
China,guizhou,pingba
China,liaoning,donggang
China,liaoning,tai an county
China,guangdong,dianbai district
China,shaanxi,yaozhou district
China,chongqing,tongnan district
China,liaoning,dongjiagou
China,jiangxi,lianxi district
China,hebei,chengde
China,xinjiang uygur,altay
China,guangdong,qujiang district
China,jiangxi,guangxin district
China,jiangsu,jiangdu district
China,henan,zhecheng county
China,inner mongolia,erenhot
China,guangdong,shenwan
China,shandong,changqing
China,hebei,zunhua
China,jilin,taipingchuan
China,guangdong,mazhang
China,shandong,gangxi
China,heilongjiang,xiangyang district
China,guangdong,xingning
China,hebei,qingxian county
China,guizhou,bozhou district
China,guangdong,lufeng
China,hebei,wuji county
China,inner mongolia,bairin left banner
China,hunan,yuanjiang
China,jiangsu,xin an
China,guizhou,anshun
China,chongqing,fuling district
China,jiangxi,yushui district
China,sichuan,kaijiang county
China,fujian,jiangle
China,fujian,shuangxi
China,sichuan,gaoping district
China,henan,yuanhui district
China,hubei,laifeng
China,heilongjiang,yimei district
China,jiangxi,xingguo county
China,sichuan,yilong county
China,liaoning,shuangta district
China,inner mongolia,qahar youyi houqi
China,jilin,longjing
China,jiangsu,runzhou district
China,guangxi zhuang,fangcheng
China,hebei,caofeidian district
China,heilongjiang,jiagedaqi district
China,guangdong,yuncheng district
China,guizhou,shuicheng district
China,shandong,haiyang
China,anhui,guangde
China,hebei,ningjin
China,gansu,hezuo
China,henan,yanjin county
China,xinjiang uygur,hami
China,shandong,yangxin
China,hunan,jiangyong
China,jiangxi,shangrao
China,jiangsu,gaoyou
China,ningxia hui,xixia district
China,yunnan,heqing county
China,fujian,jianyang district
China,sichuan,bazhou
China,zhejiang,dangwan
China,heilongjiang,jianhua district
China,qinghai,minhe huizu tuzu aut county
China,liaoning,taiping district
China,anhui,he county
China,inner mongolia,yuquan district
China,henan,shunhe huizu district
China,shandong,rushan
China,shandong,linyi county
China,shandong,feixian county
China,shandong,juye
China,zhejiang,xianlinzhen
China,hainan,chengmai county
China,chongqing,nan\u0027an district
China,hebei,anping
China,ningxia hui,daxin
China,fujian,jian ou
China,xinjiang uygur,tacheng
China,inner mongolia,jarud qi
China,guangdong,meixian
China,jilin,longtan district
China,hunan,shaodong
China,hubei,tongyangzhen
China,hebei,hanshan district
China,guangdong,xingtan
China,henan,shangqiu
China,anhui,tongcheng
China,yunnan,honghe hanizu yizu zizhizhou
China,hubei,zhangwanzhen
China,hunan,beihu district
China,jilin,xinchengxiang
China,anhui,lu\u0027an
China,guangdong,qingyuan
China,guangdong,chao\u0027an
China,guangdong,houjiezhen
China,jiangsu,gulou qu nanjing
China,jiangxi,hengfeng county
China,jiangsu,lukou
China,jiangsu,fenghuangjing
China,guangdong,zhongluotan town
China,jiangxi,ji an
China,fujian,anxi county
China,anhui,chuzhou
China,sichuan,jiajiang
China,liaoning,fuxin mongolzu aut county
China,hebei,lixian county
China,hainan,qionghai
China,liaoning,lishan district
China,shandong,qingzhou
China,jiangxi,ruichang
China,hunan,xinhua
China,henan,xinhua district
China,hunan,ningyuan
China,gansu,kongtong district
China,guizhou,panzhou
China,guangxi zhuang,ziyuan county
China,zhejiang,jiangshan
China,zhejiang,tiantai
China,inner mongolia,ordos
China,shanxi,huairen
China,sichuan,derong county
China,liaoning,dawa district
China,shanxi,fenxi county
China,yunnan,mengzi
China,jiangxi,dongxiang district
China,liaoning,diaobingshan
China,jiangsu,sihong county
China,zhejiang,ninghai
China,guangxi zhuang,luchuan county
China,zhejiang,hengjiezhen taizhou
China,hebei,wu\u0027an
China,henan,hucunxiang
China,henan,xuchang
China,beijing,nanfaxinzhen
China,shaanxi,weiquxicun
China,guangdong,fuyong
China,guangdong,licheng
China,anhui,qiaocheng district
China,inner mongolia,siziwang qi
China,zhejiang,qiantanzhen
China,guangdong,meizhou
China,shandong,luozhuang district
China,xinjiang uygur,qira county
China,jilin,kuancheng district
China,chongqing,wanzhou district
China,guangdong,qishizhen dongguan
China,hunan,xupu county
China,liaoning,longgang district
China,chongqing,nanchuan district
China,sichuan,renhe district
China,sichuan,xinjin district
China,sichuan,shimian
China,guizhou,anlong county
China,liaoning,dandong
China,anhui,huaishang district
China,jiangxi,shangli county
China,jiangxi,yanshan county
China,xinjiang uygur,yi zhou district
China,hebei,weichang manzu mongolzu aut county
China,henan,tanghe
China,jiangxi,jiujiang
China,sichuan,zizhong county
China,inner mongolia,zalantun
China,guangdong,yangxi county
China,fujian,No Data
China,liaoning,xinmin
China,guangdong,pinghu
China,jiangsu,xin\u0027anzhen lianyungang
China,jiangxi,shuidongzhen
China,hebei,anguo
China,hubei,tuanshanzhen
China,hubei,zhongxiang
China,henan,puyang
China,inner mongolia,dashuwanzhen ordos
China,guizhou,wudang
China,anhui,xiangshan district
China,guangdong,longgang qu
China,chongqing,dadukou qu
China,yunnan,xinping yizu daizu aut county
China,hubei,nanzhang county
China,sichuan,yanjiang district
