cityname,cityshortname,citypinyin,cityshortpinyin,cityareaname,cityareashortname,provincename,provinceshortname
松桃苗族自治县,松桃苗族,songtaomiaozuzizhixian,songtaomiaozu,铜仁市,铜仁市,贵州,贵州
芷江侗族自治县,芷江侗族,zhijiangdongzuzizhixian,zhijiangdongzu,怀化市,怀化市,湖南,湖南
石柱土家族自治县,石柱土家族,shizhutujiazuzizhixian,shizhutujiazu,重庆市,重庆市,重庆,重庆
白河县,白河,baihexian,baihe,安康市,安康市,陕西,陕西
栾川县,栾川,luanchuanxian,luanchuan,洛阳市,洛阳市,河南,河南
宁远县,宁远,ningyuanxian,ningyuan,永州市,永州市,湖南,湖南
磐安县,磐安,pananxian,panan,金华市,金华市,浙江,浙江
钟祥市,钟祥,zhongxiangshi,zhongxiang,荆门市,荆门市,湖北,湖北
陇县,陇县,longxian,longxian,宝鸡市,宝鸡市,陕西,陕西
苍梧县,苍梧,cangwuxian,cangwu,梧州市,梧州市,广西,广西
桦川县,桦川,huachuanxian,huachuan,佳木斯市,佳木斯市,黑龙江,黑龙江
新郑市,新郑,xinzhengshi,xinzheng,郑州市,郑州市,河南,河南
卓资县,卓资,zhuozixian,zhuozi,乌兰察布市,乌兰察布市,内蒙古,内蒙古
济源市,济源,jiyuanshi,jiyuan,济源市,济源市,河南,河南
岑溪市,岑溪,cenxishi,cenxi,梧州市,梧州市,广西,广西
梨树县,梨树,lishuxian,lishu,四平市,四平市,吉林,吉林
梨树区,梨树,lishuqu,lishu,鸡西市,鸡西市,黑龙江,黑龙江
桦南县,桦南,huananxian,huanan,佳木斯市,佳木斯市,黑龙江,黑龙江
万源市,万源,wanyuanshi,wanyuan,达州市,达州市,四川,四川
万州区,万州,wanzhouqu,wanzhou,重庆市,重庆市,重庆,重庆
七星关区,七星关,qixingguanqu,qixingguan,毕节市,毕节市,贵州,贵州
宜黄县,宜黄,yihuangxian,yihuang,抚州市,抚州市,江西,江西
威县,威县,weixian,weixian,邢台市,邢台市,河北,河北
通州区,通州,tongzhouqu,tongzhou,北京市,北京市,北京,北京
奎文区,奎文,kuiwenqu,kuiwen,潍坊市,潍坊市,山东,山东
汉源县,汉源,hanyuanxian,hanyuan,雅安市,雅安市,四川,四川
宣州区,宣州,xuanzhouqu,xuanzhou,宣城市,宣城市,安徽,安徽
临潼区,临潼,lintongqu,lintong,西安市,西安市,陕西,陕西
泽州县,泽州,zezhouxian,zezhou,晋城市,晋城市,山西,山西
蓝山县,蓝山,lanshanxian,lanshan,永州市,永州市,湖南,湖南
清镇市,清镇,qingzhenshi,qingzhen,贵阳市,贵阳市,贵州,贵州
苍溪县,苍溪,cangxixian,cangxi,广元市,广元市,四川,四川
三门县,三门,sanmenxian,sanmen,台州市,台州市,浙江,浙江
绍兴市,绍兴,shaoxingxian,shaoxing,绍兴市,绍兴市,浙江,浙江
普格县,普格,pugexian,puge,凉山彝族自治州,凉山彝族自治州,四川,四川
陵水黎族自治县,陵水黎族,lingshuilizuzizhixian,lingshuilizu,陵水黎族自治县,陵水黎族自治县,海南,海南
镇巴县,镇巴,zhenbaxian,zhenba,汉中市,汉中市,陕西,陕西
阳山县,阳山,yangshanxian,yangshan,清远市,清远市,广东,广东
金湖县,金湖,jinhuxian,jinhu,淮安市,淮安市,江苏,江苏
黎城县,黎城,lichengxian,licheng,长治市,长治市,山西,山西
道外区,道外,daowaiqu,daowai,哈尔滨市,哈尔滨市,黑龙江,黑龙江
固始县,固始,gushixian,gushi,信阳市,信阳市,河南,河南
祁阳县,祁阳,qiyangxian,qiyang,永州市,永州市,湖南,湖南
河间市,河间,hejianshi,hejian,沧州市,沧州市,河北,河北
集安市,集安,jianshi,jian,通化市,通化市,吉林,吉林
香坊区,香坊,xiangfangqu,xiangfang,哈尔滨市,哈尔滨市,黑龙江,黑龙江
玉龙纳西族自治县,玉龙纳西族,yulongnaxizuzizhixian,yulongnaxizu,丽江市,丽江市,云南,云南
林甸县,林甸,lindianxian,lindian,大庆市,大庆市,黑龙江,黑龙江
宁洱哈尼族彝族自治县,宁洱哈尼族彝族,ningerhanizuyizuzizhixian,ningerhanizuyizu,普洱市,普洱市,云南,云南
平果县,平果,pingguoxian,pingguo,百色市,百色市,广西,广西
琼中黎族苗族自治县,琼中黎族苗族,qiongzhonglizumiaozuzizhixian,qiongzhonglizumiaozu,琼中黎族苗族自治县,琼中黎族苗族自治县,海南,海南
文县,文县,wenxian,wenxian,陇南市,陇南市,甘肃,甘肃
南郑县,南郑,nanzhengxian,nanzheng,汉中市,汉中市,陕西,陕西
新干县,新干,xinganxian,xingan,吉安市,吉安市,江西,江西
罗定市,罗定,luodingshi,luoding,云浮市,云浮市,广东,广东
黔江区,黔江,qianjiangqu,qianjiang,重庆市,重庆市,重庆,重庆
宾阳县,宾阳,binyangxian,binyang,南宁市,南宁市,广西,广西
雨花区,雨花,yuhuaqu,yuhua,长沙市,长沙市,湖南,湖南
东乡县,东乡,dongxiangxian,dongxiang,抚州市,抚州市,江西,江西
英德市,英德,yingdeshi,yingde,清远市,清远市,广东,广东
梓潼县,梓潼,zitongxian,zitong,绵阳市,绵阳市,四川,四川
浚县,浚县,junxian,junxian,鹤壁市,鹤壁市,河南,河南
福泉市,福泉,fuquanshi,fuquan,黔南布依族苗族自治州,黔南布依族苗族自治州,贵州,贵州
滨湖区,滨湖,binhuqu,binhu,无锡市,无锡市,江苏,江苏
蠡县,蠡县,lixian,lixian,保定市,保定市,河北,河北
崇仁县,崇仁,chongrenxian,chongren,抚州市,抚州市,江西,江西
惠农区,惠农,huinongqu,huinong,石嘴山市,石嘴山市,宁夏,宁夏
万宁市,万宁,wanningshi,wanning,万宁市,万宁市,海南,海南
渝北区,渝北,yubeiqu,yubei,重庆市,重庆市,重庆,重庆
武进区,武进,wujinqu,wujin,常州市,常州市,江苏,江苏
江海区,江海,jianghaiqu,jianghai,江门市,江门市,广东,广东
嘉陵区,嘉陵,jialingqu,jialing,南充市,南充市,四川,四川
周宁县,周宁,zhouningxian,zhouning,宁德市,宁德市,福建,福建
蓟州区,蓟州,jizhouqu,jizhou,天津市,天津市,天津,天津
固安县,固安,guanxian,guan,廊坊市,廊坊市,河北,河北
城中区,城中,chengzhongqu,chengzhong,西宁市,西宁市,青海,青海
梁平县,梁平,liangpingxian,liangping,重庆市,重庆市,重庆,重庆
邹平县,邹平,zoupingxian,zouping,滨州市,滨州市,山东,山东
和平县,和平,hepingxian,heping,河源市,河源市,广东,广东
大兴区,大兴,daxingqu,daxing,北京市,北京市,北京,北京
甘谷县,甘谷,ganguxian,gangu,天水市,天水市,甘肃,甘肃
陵川县,陵川,lingchuanxian,lingchuan,晋城市,晋城市,山西,山西
闻喜县,闻喜,wenxixian,wenxi,运城市,运城市,山西,山西
川汇区,川汇,chuanhuiqu,chuanhui,周口市,周口市,河南,河南
荆州区,荆州,jingzhouqu,jingzhou,荆州市,荆州市,湖北,湖北
霍州市,霍州,huozhoushi,huozhou,临汾市,临汾市,山西,山西
宜宾县,宜宾,yibinxian,yibin,宜宾市,宜宾市,四川,四川
凤台县,凤台,fengtaixian,fengtai,淮南市,淮南市,安徽,安徽
李沧区,李沧,licangqu,licang,青岛市,青岛市,山东,山东
桥西区,桥西,qiaoxiqu,qiaoxi,邢台市,邢台市,河北,河北
鹿泉区,鹿泉,luquanshi,luquan,石家庄市,石家庄市,河北,河北
洛龙区,洛龙,luolongqu,luolong,洛阳市,洛阳市,河南,河南
牡丹区,牡丹,mudanqu,mudan,菏泽市,菏泽市,山东,山东
右玉县,右玉,youyuxian,youyu,朔州市,朔州市,山西,山西
西华县,西华,xihuaxian,xihua,周口市,周口市,河南,河南
广陵区,广陵,guanglingqu,guangling,扬州市,扬州市,江苏,江苏
通渭县,通渭,tongweixian,tongwei,定西市,定西市,甘肃,甘肃
社旗县,社旗,sheqixian,sheqi,南阳市,南阳市,河南,河南
瓦房店,瓦房店,wafangdian,wafangdian,大连市,大连市,辽宁,辽宁
中江县,中江,zhongjiangxian,zhongjiang,德阳市,德阳市,四川,四川
涪陵区,涪陵,fulingqu,fuling,重庆市,重庆市,重庆,重庆
进贤县,进贤,jinxianxian,jinxian,南昌市,南昌市,江西,江西
翠屏区,翠屏,cuipingqu,cuiping,宜宾市,宜宾市,四川,四川
民和回族土族自治县,民和回族土族,minhehuizutuzuzizhixian,minhehuizutuzu,海东市,海东市,青海,青海
光泽县,光泽,guangzexian,guangze,南平市,南平市,福建,福建
中站区,中站,zhongzhanqu,zhongzhan,焦作市,焦作市,河南,河南
屯留县,屯留,tunliuxian,tunliu,长治市,长治市,山西,山西
胶州市,胶州,jiaozhoushi,jiaozhou,青岛市,青岛市,山东,山东
兴仁县,兴仁,xingrenxian,xingren,黔西南布依族苗族自治州,黔西南布依族苗族自治州,贵州,贵州
兰山区,兰山,lanshanqu,lanshan,临沂市,临沂市,山东,山东
建水县,建水,jianshuixian,jianshui,红河哈尼族彝族自治州,红河哈尼族彝族自治州,云南,云南
沭阳县,沭阳,shuyangxian,shuyang,宿迁市,宿迁市,江苏,江苏
舞钢市,舞钢,wugangshi,wugang,平顶山市,平顶山市,河南,河南
新洲区,新洲,xinzhouqu,xinzhou,武汉市,武汉市,湖北,湖北
灌南县,灌南,guannanxian,guannan,连云港市,连云港市,江苏,江苏
商城县,商城,shangchengxian,shangcheng,信阳市,信阳市,河南,河南
郾城区,郾城,yanchengqu,yancheng,漯河市,漯河市,河南,河南
郓城县,郓城,yunchengxian,yuncheng,菏泽市,菏泽市,山东,山东
睢宁县,睢宁,suiningxian,suining,徐州市,徐州市,江苏,江苏
夏邑县,夏邑,xiayixian,xiayi,商丘市,商丘市,河南,河南
绥中县,绥中,suizhongxian,suizhong,葫芦岛市,葫芦岛市,辽宁,辽宁
宣化区,宣化,xuanhuaxian,xuanhua,张家口市,张家口市,河北,河北
安定区,安定,andingqu,anding,定西市,定西市,甘肃,甘肃
子长县,子长,zichangxian,zichang,延安市,延安市,陕西,陕西
康保县,康保,kangbaoxian,kangbao,张家口市,张家口市,河北,河北
岢岚县,岢岚,kelanxian,kelan,忻州市,忻州市,山西,山西
宣恩县,宣恩,xuanenxian,xuanen,恩施土家族苗族自治州,恩施土家族苗族自治州,湖北,湖北
黄陂区,黄陂,huangbeiqu,huangbei,武汉市,武汉市,湖北,湖北
沙河口区,沙河口,shahekouqu,shahekou,大连市,大连市,辽宁,辽宁
五寨县,五寨,wuzhaixian,wuzhai,忻州市,忻州市,山西,山西
津市市,津市,jinshishi,jinshi,常德市,常德市,湖南,湖南
湟中县,湟中,huangzhongxian,huangzhong,西宁市,西宁市,青海,青海
成安县,成安,chenganxian,chengan,邯郸市,邯郸市,河北,河北
巴南区,巴南,bananqu,banan,重庆市,重庆市,重庆,重庆
柳林县,柳林,liulinxian,liulin,吕梁市,吕梁市,山西,山西
北票市,北票,beipiaoshi,beipiao,朝阳市,朝阳市,辽宁,辽宁
化隆回族自治县,化隆回族,hualonghuizuzizhixian,hualonghuizu,海东市,海东市,青海,青海
大竹县,大竹,dazhuxian,dazhu,达州市,达州市,四川,四川
乐都县,乐都,ledouxian,ledou,海东市,海东,青海,青海
清流县,清流,qingliuxian,qingliu,三明市,三明市,福建,福建
长兴县,长兴,changxingxian,changxing,湖州市,湖州市,浙江,浙江
兴隆县,兴隆,xinglongxian,xinglong,承德市,承德市,河北,河北
高密市,高密,gaomishi,gaomi,潍坊市,潍坊市,山东,山东
米脂县,米脂,mizhixian,mizhi,榆林市,榆林市,陕西,陕西
安岳县,安岳,anyuexian,anyue,资阳市,资阳市,四川,四川
建德市,建德,jiandeshi,jiande,杭州市,杭州市,浙江,浙江
顺庆区,顺庆,shunqingqu,shunqing,南充市,南充市,四川,四川
郊区,郊区,jiaoqu,jiaoqu,阳泉市,阳泉市,山西,山西
鄄城县,鄄城,juanchengxian,juancheng,菏泽市,菏泽市,山东,山东
海原县,海原,haiyuanxian,haiyuan,中卫市,中卫市,宁夏,宁夏
永宁县,永宁,yongningxian,yongning,银川市,银川市,宁夏,宁夏
郏县,郏县,jiaxian,jiaxian,平顶山市,平顶山市,河南,河南
泗阳县,泗阳,siyangxian,siyang,宿迁市,宿迁市,江苏,江苏
虞城县,虞城,yuchengxian,yucheng,商丘市,商丘市,河南,河南
老河口市,老河口,laohekoushi,laohekou,襄阳市,襄阳市,湖北,湖北
郸城县,郸城,danchengxian,dancheng,周口市,周口市,河南,河南
龙子湖区,龙子湖,longzihuqu,longzihu,蚌埠市,蚌埠市,安徽,安徽
梅河口市,梅河口,meihekoushi,meihekou,通化市,通化市,吉林,吉林
余干县,余干,yuganxian,yugan,上饶市,上饶市,江西,江西
商州区,商州,shangzhouqu,shangzhou,商洛市,商洛市,陕西,陕西
南漳县,南漳,nanzhangxian,nanzhang,襄阳市,襄阳市,湖北,湖北
东海县,东海,donghaixian,donghai,连云港市,连云港市,江苏,江苏
西青区,西青,xiqingqu,xiqing,天津市,天津市,天津,天津
红塔区,红塔,hongtaqu,hongta,玉溪市,玉溪市,云南,云南
三河市,三河,sanheshi,sanhe,廊坊市,廊坊市,河北,河北
铁岭县,铁岭,tielingxian,tieling,铁岭市,铁岭市,辽宁,辽宁
新蔡县,新蔡,xincaixian,xincai,驻马店市,驻马店市,河南,河南
西充县,西充,xichongxian,xichong,南充市,南充市,四川,四川
富顺县,富顺,fushunxian,fushun,自贡市,自贡市,四川,四川
顺义区,顺义,shunyiqu,shunyi,北京市,北京市,北京,北京
定州市,定州,dingzhoushi,dingzhou,定州市,定州市,河北,河北
宝塔区,宝塔,baotaqu,baota,延安市,延安市,陕西,陕西
莱西市,莱西,laixishi,laixi,青岛市,青岛市,山东,山东
望花区,望花,wanghuaqu,wanghua,抚顺市,抚顺市,辽宁,辽宁
江津区,江津,jiangjinqu,jiangjin,重庆市,重庆市,重庆,重庆
隆昌县,隆昌,longchangxian,longchang,内江市,内江市,四川,四川
沙洋县,沙洋,shayangxian,shayang,荆门市,荆门市,湖北,湖北
新晃侗族自治县,新晃侗族,xinhuangdongzuzizhixian,xinhuangdongzu,怀化市,怀化市,湖南,湖南
杨陵区,杨陵,yanglingqu,yangling,咸阳市,咸阳市,陕西,陕西
阳谷县,阳谷,yangguxian,yanggu,聊城市,聊城市,山东,山东
沧县,沧县,cangxian,cangxian,沧州市,沧州市,河北,河北
单县,单县,danxian,danxian,菏泽市,菏泽市,山东,山东
禹城市,禹城,yuchengshi,yucheng,德州市,德州市,山东,山东
山阳区,山阳,shanyangqu,shanyang,焦作市,焦作市,河南,河南
铁西区,铁西,donglingqu,dongling,沈阳市,沈阳市,辽宁,辽宁
确山县,确山,queshanxian,queshan,驻马店市,驻马店市,河南,河南
太和县,太和,taihexian,taihe,阜阳市,阜阳市,安徽,安徽
和顺县,和顺,heshunxian,heshun,晋中市,晋中市,山西,山西
任城区,任城,renchengqu,rencheng,济宁市,济宁市,山东,山东
谢家集区,谢家集,xiejiajiqu,xiejiaji,淮南市,淮南市,安徽,安徽
定兴县,定兴,dingxingxian,dingxing,保定市,保定市,河北,河北
沁源县,沁源,qinyuanxian,qinyuan,长治市,长治市,山西,山西
平度市,平度,pingdushi,pingdu,青岛市,青岛市,山东,山东
卫辉市,卫辉,weihuishi,weihui,新乡市,新乡市,河南,河南
德兴市,德兴,dexingshi,dexing,上饶市,上饶市,江西,江西
永城市,永城,yongchengshi,yongcheng,商丘市,商丘市,河南,河南
永城,永城,yongcheng,yongcheng,商丘市,商丘市,河南,河南
殷都区,殷都,yindouqu,yindou,安阳市,安阳市,河南,河南
宝丰县,宝丰,baofengxian,baofeng,平顶山市,平顶山市,河南,河南
封丘县,封丘,fengqiuxian,fengqiu,新乡市,新乡市,河南,河南
清苑区,清苑,qingyuanxian,qingyuan,保定市,保定市,河北,河北
砀山县,砀山,dangshanxian,dangshan,宿州市,宿州市,安徽,安徽
惠民县,惠民,huiminxian,huimin,滨州市,滨州市,山东,山东
郯城县,郯城,tanchengxian,tancheng,临沂市,临沂市,山东,山东
木里藏族自治县,木里藏族,mulicangzuzizhixian,mulicangzu,凉山彝族自治州,凉山彝族自治州,四川,四川
无极县,无极,wujixian,wuji,石家庄市,石家庄市,河北,河北
珠山区,珠山,zhushanqu,zhushan,景德镇市,景德镇市,江西,江西
富宁县,富宁,funingxian,funing,文山壮族苗族自治州,文山壮族苗族自治州,云南,云南
马山县,马山,mashanxian,mashan,南宁市,南宁市,广西,广西
柳江区,柳江,liujiangxian,liujiang,柳州市,柳州市,广西,广西
南丹县,南丹,nandanxian,nandan,河池市,河池市,广西,广西
普宁市,普宁,puningshi,puning,揭阳市,揭阳市,广东,广东
甘洛县,甘洛,ganluoxian,ganluo,凉山彝族自治州,凉山彝族自治州,四川,四川
永清县,永清,yongqingxian,yongqing,廊坊市,廊坊市,河北,河北
故城县,故城,guchengxian,gucheng,"衡水市 ","衡水市 ",河北,河北
米林县,米林,milinxian,milin,林芝市,林芝市,西藏,西藏
嵊州市,嵊州,shengzhoushi,shengzhou,绍兴市,绍兴市,浙江,浙江
诸暨市,诸暨,zhujishi,zhuji,绍兴市,绍兴市,浙江,浙江
仁寿县,仁寿,renshouxian,renshou,眉山市,眉山市,四川,四川
秀山土家族苗族自治县,秀山土家族苗族,xiushantujiazumiaozuzizhixian,xiushantujiazumiaozu,重庆市,重庆市,重庆,重庆
龙南县,龙南,longnanxian,longnan,赣州市,赣州市,江西,江西
贵池区,贵池,guichiqu,guichi,池州市,池州市,安徽,安徽
通海县,通海,tonghaixian,tonghai,玉溪市,玉溪市,云南,云南
富阳区,富阳,fuyangshi,fuyang,杭州市,杭州市,浙江,浙江
南海区,南海,nanhaiqu,nanhai,佛山市,佛山市,广东,广东
八步区,八步,babuqu,babu,贺州市,贺州市,广西,广西
南城县,南城,nanchengxian,nancheng,抚州市,抚州市,江西,江西
汉川市,汉川,hanchuanshi,hanchuan,孝感市,孝感市,湖北,湖北
大城县,大城,dachengxian,dacheng,廊坊市,廊坊市,河北,河北
吉安县,吉安,jianxian,jian,吉安市,吉安市,江西,江西
宜章县,宜章,yizhangxian,yizhang,郴州市,郴州市,湖南,湖南
永新县,永新,yongxinxian,yongxin,吉安市,吉安市,江西,江西
万荣县,万荣,wanrongxian,wanrong,运城市,运城市,山西,山西
建宁县,建宁,jianningxian,jianning,三明市,三明市,福建,福建
钢城区,钢城,gangchengqu,gangcheng,莱芜市,莱芜市,山东,山东
文成县,文成,wenchengxian,wencheng,温州市,温州市,浙江,浙江
滨城区,滨城,binchengqu,bincheng,滨州市,滨州市,山东,山东
翼城县,翼城,yichengxian,yicheng,临汾市,临汾市,山西,山西
冕宁县,冕宁,mianningxian,mianning,凉山彝族自治州,凉山彝族自治州,四川,四川
丹阳市,丹阳,danyangshi,danyang,镇江市,镇江市,江苏,江苏
宝坻区,宝坻,baodiqu,baodi,天津市,天津市,天津,天津
宕昌县,宕昌,dangchangxian,dangchang,陇南市,陇南市,甘肃,甘肃
桃源县,桃源,taoyuanxian,taoyuan,常德市,常德市,湖南,湖南
临邑县,临邑,linyixian,linyi,德州市,德州市,山东,山东
大方县,大方,dafangxian,dafang,毕节市,毕节市,贵州,贵州
双牌县,双牌,shuangpaixian,shuangpai,永州市,永州市,湖南,湖南
理塘县,理塘,litangxian,litang,甘孜藏族自治州,甘孜藏族自治州,四川,四川
安乡县,安乡,anxiangxian,anxiang,常德市,常德市,湖南,湖南
