province_clean,zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin
shanxi,shanxi,jiang county,shanxi指山西。jiang county指山西的绛县，绛县是县级行政区，所属地级行政区是运城市，全称运城市，简称运城。绛县全称绛县，简称绛县，填充到区。,山西,运城市,运城,绛县,绛县,山西拼音shanxi，运城市拼音yunchengshi，运城拼音yuncheng，绛县拼音jiangxian，绛县拼音jiangxian,shanxi,yunchengshi,yuncheng,jiangxian,jiangxian,山西省,山西,运城市,运城,yunchengshi,Yuncheng,Shanxi
shanxi,shaanxi,ruicheng,shaanxi指陕西。ruicheng指山西的芮城县，芮城县所属地级行政区是运城市，全称运城市，简称运城。芮城县全称芮城县，简称芮城，填充到区。,陕西,运城市,运城,芮城县,芮城,陕西拼音shanxi，运城市拼音yunchengshi，运城拼音yuncheng，芮城县拼音ruichengxian，芮城拼音ruicheng,shanxi,yunchengshi,yuncheng,ruichengxian,ruicheng,山西省,山西,运城市,运城,yunchengshi,Yuncheng,Shanxi
shandong,shandong,shizhong district,shandong指山东。shizhong district指山东枣庄的市中区，所属地级行政是枣庄市，全称枣庄市，简称枣庄。市中区全称市中区，简称市中,山东,枣庄市,枣庄,市中区,市中,山东拼音shandong，枣庄市拼音zaozhuangshi，枣庄拼音zaozhuang，市中区拼音shizhongqu，市中拼音shizhong,shandong,zaozhuangshi,zaozhuang,shizhongqu,shizhong,山东省,山东,枣庄市,枣庄,zaozhuangshi,Zaozhuang,Shandong
fujian,fujian,changtai district,fujian指福建。changtai district指福建漳州的长泰区，所属地级行政是漳州市，全称漳州市，简称漳州。长泰区全称长泰区，简称长泰,福建,漳州市,漳州,长泰区,长泰,福建拼音fujian，漳州市拼音zhangzhoushi，漳州拼音zhangzhou，长泰区拼音changtaiqu，长泰拼音changtai,fujian,zhangzhoushi,zhangzhou,changtaiqu,changtai,福建省,福建,漳州市,漳州,zhangzhoushi,Zhangzhou,Fujian
guangdong,guangdong,gaoyao district,guangdong指广东。gaoyao district指广东肇庆的高要区，所属地级行政是肇庆市，全称肇庆市，简称肇庆。高要区全称高要区，简称高要,广东,肇庆市,肇庆,高要区,高要,广东拼音guangdong，肇庆市拼音zhaoqingshi，肇庆拼音zhaoqing，高要区拼音gaoyaoqu，高要拼音gaoyao,guangdong,zhaoqingshi,zhaoqing,gaoyaoqu,gaoyao,广东省,广东,肇庆市,肇庆,zhaoqingshi,Zhaoqing,Guangdong
henan,henan,xinzheng,henan指河南。xinzheng是指河南的新郑市，新郑市是县级市，所属地级行政区是郑州市，全称郑州市，简称郑州。新郑市全称新郑市，简称新郑，填充到区。,河南,郑州市,郑州,新郑市,新郑,河南拼音henan，郑州市拼音zhengzhoushi，郑州拼音zhengzhou，新郑市拼音xinzhengshi，新郑拼音xinzheng,henan,zhengzhoushi,zhengzhou,xinzhengshi,xinzheng,河南省,河南,郑州市,郑州,zhengzhoushi,Zhengzhou,Henan
henan,henan,zhengzhou,henan指河南。zhengzhou指河南的郑州市，郑州市是地级行政区，全称郑州市，简称郑州。输入没有提供地区名，填充为null,河南,郑州市,郑州,null,null,河南拼音henan，郑州市拼音zhengzhoushi，郑州拼音zhengzhou，null非中文返回null，null非中文返回null,henan,zhengzhoushi,zhengzhou,null,null,河南省,河南,郑州市,郑州,zhengzhoushi,Zhengzhou,Henan
henan,henan,zhongmu county,henan指河南。zhongmu county指河南的中牟县，中牟县所属地级行政区是郑州市，全称郑州市，简称郑州。中牟县全称中牟县，简称中牟，填充到区。,河南,郑州市,郑州,中牟县,中牟,河南拼音henan，郑州市拼音zhengzhoushi，郑州拼音zhengzhou，中牟县拼音zhongmouxian，中牟拼音zhongmu,henan,zhengzhoushi,zhengzhou,zhongmouxian,zhongmu,河南省,河南,郑州市,郑州,zhengzhoushi,Zhengzhou,Henan
henan,henan,guancheng hui district,henan指河南。guancheng hui district指河南郑州的管城回族区，所属地级行政是郑州市，全称郑州市，简称郑州。管城回族区的全称是管城回族区，简称管城,河南,郑州市,郑州,管城回族区,管城,河南拼音henan，郑州市拼音zhengzhoushi，郑州拼音zhengzhou，管城回族区拼音guanchenghuizuqu，管城拼音guancheng,henan,zhengzhoushi,zhengzhou,guanchenghuizuqu,guancheng,河南省,河南,郑州市,郑州,zhengzhoushi,Zhengzhou,Henan
chongqing,chongqing,sanhe subdistrict,chongqing指重庆。sanhe subdistrict指重庆的三合街道，三合街道隶属于丰都县，丰都县所属地级行政区是重庆市，全称重庆市，简称重庆。三合街道所在的县是丰都县，全称丰都县，简称丰都，填充到区。,重庆,重庆市,重庆,丰都县,丰都,重庆拼音chongqing，重庆市拼音chongqingshi，重庆拼音chongqing，丰都县拼音fengduxian，丰都拼音fengdu,chongqing,chongqingshi,chongqing,fengduxian,fengdu,重庆市,重庆,重庆市,重庆,zhongqingshi,Chongqing,Chongqing
chongqing,chongqing,jiangbei district,chongqing指重庆。jiangbei district指重庆的江北区，全称江北区，简称江北,重庆,重庆市,重庆,江北区,江北,重庆拼音chongqing，重庆市拼音chongqingshi，重庆拼音chongqing，江北区拼音jiangbeiqu，江北拼音jiangbei,chongqing,chongqingshi,chongqing,jiangbeiqu,jiangbei,重庆市,重庆,重庆市,重庆,zhongqingshi,Chongqing,Chongqing
chongqing,chongqing,jiulongpo district,chongqing指重庆。jiulongpo district指重庆的九龙坡区，全称九龙坡区，简称九龙坡,重庆,重庆市,重庆,九龙坡区,九龙坡,重庆拼音chongqing，重庆市拼音chongqingshi，重庆拼音chongqing，九龙坡区拼音jiulongpoqu，九龙坡拼音jiulongpo,chongqing,chongqingshi,chongqing,jiulongpoqu,jiulongpo,重庆市,重庆,重庆市,重庆,zhongqingshi,Chongqing,Chongqing
henan,henan,yu an district,henan指河南。yu an district指河南周口的川汇区，所属地级行政是周口市，全称周口市，简称周口。川汇区全称川汇区，简称川汇,河南,周口市,周口,川汇区,川汇,河南拼音henan，周口市拼音zhoukoushi，周口拼音zhoukou，川汇区拼音chuanhuiqu，川汇拼音chuanhui,henan,zhoukoushi,zhoukou,chuanhuiqu,chuanhui,河南省,河南,周口市,周口,zhoukoushi,Zhoukou,Henan
henan,henan,jishui neighborhood,henan指河南。jishui neighborhood指河南驻马店的集水街道，所属地级行政是驻马店市，全称驻马店市，简称驻马店。集水街道无法确定具体对应区，省和市都返回原输入，null填充到区。,河南,驻马店市,驻马店,null,null,河南拼音henan，驻马店市拼音zhumadianshi，驻马店拼音zhumadian，null非中文返回null，null非中文返回null,henan,zhumadianshi,zhumadian,null,null,河南省,河南,驻马店市,驻马店,zhumadianshi,Zhumadian,Henan
hunan,hunan,zhuzhou,hunan指湖南。zhuzhou指湖南的株洲市，株洲市是地级行政区，全称株洲市，简称株洲。输入没有提供地区名，填充为null,湖南,株洲市,株洲,null,null,湖南拼音hunan，株洲市拼音zhuzhoushi，株洲拼音zhuzhou，null非中文返回null，null非中文返回null,hunan,zhuzhoushi,zhuzhou,null,null,湖南省,湖南,株洲市,株洲,zhuzhoushi,Zhuzhou,Hunan
hunan,hunan,lusong district,hunan指湖南。lusong district指湖南株洲的芦淞区，所属地级行政是株洲市，全称株洲市，简称株洲。芦淞区全称芦淞区，简称芦淞,湖南,株洲市,株洲,芦淞区,芦淞,湖南拼音hunan，株洲市拼音zhuzhoushi，株洲拼音zhuzhou，芦淞区拼音lusongqu，芦淞拼音lusong,hunan,zhuzhoushi,zhuzhou,lusongqu,lusong,湖南省,湖南,株洲市,株洲,zhuzhoushi,Zhuzhou,Hunan
húnán,hunan,hetang district,hunan指湖南。hetang district指湖南株洲的荷塘区，所属地级行政是株洲市，全称株洲市，简称株洲。荷塘区全称荷塘区，简称荷塘,湖南,株洲市,株洲,荷塘区,荷塘,湖南拼音húnán，株洲市拼音zhuzhoushi，株洲拼音zhuzhou，荷塘区拼音hetangqu，荷塘拼音hetang,húnán,zhuzhoushi,zhuzhou,hetangqu,hetang,湖南省,湖南,株洲市,株洲,zhuzhoushi,Zhuzhou,Hunan
shandong,shandong,zhangdian district,shandong指山东。zhangdian district指山东淄博的张店区，所属地级行政是淄博市，全称淄博市，简称淄博。张店区全称张店区，简称张店,山东,淄博市,淄博,张店区,张店,山东拼音shandong，淄博市拼音ziboshi，淄博拼音zibo，张店区拼音zhangdianqu，张店拼音zhangdian,shandong,ziboshi,zibo,zhangdianqu,zhangdian,山东省,山东,淄博市,淄博,ziboshi,Zibo,Shandong
