zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,province_clean,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin,11
inner mongolia,altan emel,inner mongolia指内蒙古自治区，无需修改。altan emel指内蒙古自治区的阿拉善左旗，阿拉善左旗是县级行政区，所属地级行政区是阿拉善盟，全称阿拉善盟，简称阿拉善。阿拉善左旗全称阿拉善左旗，简称左旗,内蒙古自治区,阿拉善盟,阿拉善,阿拉善左旗,左旗,,neimengguzizhiqu,inner mongolia,alashanmeng,alashan,alashanzuoqi,zuoqi,内蒙古自治区,内蒙古,阿拉善盟,阿拉善盟,alashanmeng,Alxa,Inner Mongolia,
tibet,coqên county,tibet指西藏，无需修改。coqên county指西藏的措勤县，措勤县是县级市，所属地级行政区是阿里地区，全称阿里地区，简称阿里。措勤县全称措勤县，简称措勤，填充到区。,西藏,阿里地区,阿里,措勤县,措勤,,xizang,tibet,ali diqu,ali,cuoqinxian,cuoqin,西藏自治区,西藏,阿里地区,阿里,alidiqu,Ngari,Tibet,
tibet,purang county,tibet指西藏自治区，全称西藏自治区，简称西藏。purang county指西藏自治区阿里地区的普兰县，所属地级行政区是阿里地区，全称阿里地区，简称阿里。普兰县全称普兰县，简称普兰,西藏自治区,阿里地区,阿里,普兰县,普兰,,xizangzizhiqu,tibet,alidiqu,ali,pulanxian,pulan,西藏自治区,西藏,阿里地区,阿里,alidiqu,Ngari,Tibet,
guizhou,ziyun miaozu buyeizu aut county,guizhou指贵州，无需修改。ziyun miaozu buyeizu aut county指贵州安顺市的紫云苗族布依族自治县，所属地级行政区是安顺市，全称安顺市，简称安顺。紫云苗族布依族自治县全称紫云苗族布依族自治县，简称紫云,贵州,安顺市,安顺,紫云苗族布依族自治县,紫云,,gui zhou,guizhou,an shun shi,an shun,zi yun miao zu bu yi zu zi zhi xian,zi yun,贵州省,贵州,安顺市,安顺,anshunshi,Anshun,Guizhou,
henan,qi county,henan指河南，无需修改。qi county指河南安阳市的淇县，所属地级行政是安阳市，全称安阳市，简称安阳。淇县全称淇县，简称淇,河南,安阳市,安阳,淇县,淇,河南拼音henan，安阳市拼音anyangshi，安阳拼音anyang，淇县拼音qixian，淇拼音qi,henan,henan,anyangshi,anyang,qixian,qi,河南省,河南,安阳市,安阳,anyangshi,Anyang,Henan,
guangxi zhuang,longlin various nationalities autonomous,guangxi zhuang指广西壮族自治区，无需修改。longlin various nationalities autonomous指广西的隆林各族自治县，所属地级行政区是百色市，全称百色市，简称百色。隆林各族自治县全称隆林各族自治县，简称隆林，填充到区。,广西壮族自治区,百色市,百色,隆林各族自治县,隆林,,guangxizhuangzuzizhiqu,guangxi,baiseishi,baise,longlingezuzizhixian,longlin,广西省,广西,百色市,百色,baiseshi,Baise,Guangxi,
jilin,changbai chosenzu aut county,jilin指吉林，无需修改。changbai chosenzu aut county指吉林白山的长白朝鲜族自治县，长白朝鲜族自治县是县级市，所属地级行政区是白山市，全称白山市，简称白山。长白朝鲜族自治县全称长白朝鲜族自治县，简称长白，填充到区。,吉林,白山市,白山,长白朝鲜族自治县,长白,,jilin,jilin,baishanshi,baishan,changbaichaoxianjiaozuzizhixian,changba,吉林省,吉林,白山市,白山,baishanshi,Baishan,Jilin,
shaanxi,mei county,shaanxi指陕西，无需修改。mei county指陕西的眉县，所属地级行政是宝鸡市，全称宝鸡市，简称宝鸡。眉县全称眉县，简称眉县,陕西,宝鸡市,宝鸡,眉县,眉县,,shanxi,shanxi,baojishi,baoji,meixian,meixian,陕西省,陕西,宝鸡市,宝鸡,baojishi,Baoji,Shaanxi,
inner mongolia,tumd youqi,inner mongolia指内蒙古自治区，无需修改。tumd youqi指内蒙古自治区的土默特右旗，土默特右旗是县级行政区，所属地级行政区是包头市，全称包头市，简称包头。土默特右旗全称土默特右旗，简称土右，填充到区。,内蒙古自治区,包头市,包头,土默特右旗,土右,,nei meng gu zi zhi qu,inner mongolia,bao tou shi,bao tou,tu mo te you qi,tu you,内蒙古自治区,内蒙古,包头市,包头,baotoushi,Baotou,Inner Mongolia,
inner mongolia,urad zhongqi,inner mongolia指内蒙古自治区，全称内蒙古自治区，简称内蒙古。urad zhongqi指内蒙古的乌拉特中旗，乌拉特中旗是县级行政区，所属地级行政区是巴彦淖尔市，巴彦淖尔市全称巴彦淖尔市，简称巴彦淖尔。乌拉特中旗全称乌拉特中旗，简称中旗,内蒙古,巴彦淖尔市,巴彦淖尔,乌拉特中旗,中旗,,neimenggu,inner mongolia,bayannaoershi,bayannaoer,wulate zhongqi,zhongqi,内蒙古自治区,内蒙古,巴彦淖尔市,巴彦淖尔,bayannaoershi,Bayan Nur,Inner Mongolia,
inner mongolia,urad front banner,inner mongolia指内蒙古自治区，无需修改。urad front banner指内蒙古自治区的乌拉特前旗，乌拉特前旗是县级行政区，所属地级行政区是巴彦淖尔市，全称巴彦淖尔市，简称巴彦淖尔。乌拉特前旗全称乌拉特前旗，简称前旗,内蒙古自治区,巴彦淖尔市,巴彦淖尔,乌拉特前旗,前旗,,neimengguzizhiqu,inner mongolia,bayannaoershi,bayannaoer,wulateqianqi,qianqi,内蒙古自治区,内蒙古,巴彦淖尔市,巴彦淖尔,bayannaoershi,Bayan Nur,Inner Mongolia,
inner mongolia,hure banner,inner mongolia指内蒙古自治区，无需修改。hure banner指内蒙古自治区的乌拉特后旗，乌拉特后旗是县级行政区，所属地级行政区是巴彦淖尔市，全称巴彦淖尔市，简称巴彦淖尔。乌拉特后旗全称乌拉特后旗，简称后旗,内蒙古自治区,巴彦淖尔市,巴彦淖尔,乌拉特后旗,后旗,,neimengguzizhiqu,inner mongolia,bayannaoershi,bayannaoer,wulatehouqi,houqi,内蒙古自治区,内蒙古,巴彦淖尔市,巴彦淖尔,bayannaoershi,Bayan Nur,Inner Mongolia,
xinjiang uygur,tiemenguan city,xinjiang uygur指新疆维吾尔自治区，无需修改。tiemenguan city指新疆维吾尔自治区的铁门关市，铁门关市是县级市，所属地级行政区是巴音郭楞蒙古自治州，全称巴音郭楞蒙古自治州，简称巴州。铁门关市全称铁门关市，简称铁门关，填充到区。,新疆维吾尔自治区,巴音郭楞蒙古自治州,巴州,铁门关市,铁门关,,xin jiang wei wu er zi zhi qu,xinjiang,ba yin guo leng meng gu zi zhi zhou,ba zhou,tie men guan shi,tie men guan,新疆维吾尔自治区,新疆,巴音郭楞蒙古自治州,巴音郭楞,bayinguolengmengguzizhizhou,Bayingol,Xinjiang,
beijing,beijing,beijing指北京，是直辖市，既是省也是市，全称北京市，简称北京。无需修改输入的市和区，区填充为null。,北京,北京市,北京,null,null,北京拼音beijing，北京市拼音beijingshi，北京拼音beijing，null非中文返回null，null非中文返回null,beijing,beijing,beijingshi,beijing,null,null,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,chaowai subdistrict,beijing指北京，无需修改。chaowai subdistrict指北京的朝阳区，所属地级行政是北京市，全称北京市，简称北京。朝阳区全称朝阳区，简称朝阳,北京,北京市,北京,朝阳区,朝阳,,beijing,beijing,beijingshi,beijing,chaoyangqu,chaoyang,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,fengtai subdistrict,beijing指北京，无需修改。fengtai subdistrict指北京的丰台区，所属地级行政是北京市，全称北京市，简称北京。丰台区全称丰台区，简称丰台,北京,北京市,北京,丰台区,丰台,,beijing,beijing,beijingshi,beijing,fengtaiqu,fengtai,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,tong xian,beijing指北京，无需修改。tong xian指北京的通州区，所属地级行政区是北京市，全称北京市，简称北京。通州区全称通州区，简称通州,北京,北京市,北京,通州区,通州,,beijing,beijing,beijingshi,beijing,tongzhouqu,tongzhou,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,fangshan district,beijing指北京，无需修改。fangshan district指北京的房山区，全称房山区，简称房山,北京,北京市,北京,房山区,房山,,beijing,beijing,beijing shi,beijing,fangshanqu,fangshan,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,chaoyang district,beijing指北京市，无需修改。chaoyang district指北京市的朝阳区，朝阳区是北京市的市辖区，全称朝阳区，简称朝阳,北京,北京市,北京,朝阳区,朝阳,,beijing,beijing,beijingshi,beijing,chaoyangqu,chaoyang,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,dongcheng district,beijing指北京市，全称北京市，简称北京。dongcheng district指北京市东城区，全称东城区，简称东城,北京市,北京市,北京,东城区,东城,,beijing shi,beijingshi,beijing shi,beijing,dongchengqu,dongcheng,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,shengli subdistrict,beijing指北京，无需修改。shengli subdistrict指北京西城区的胜利街道，所属地级行政是北京市，全称北京市，简称北京。胜利街道所在区是西城区，全称西城区，简称西城,北京,北京市,北京,西城区,西城,,beijing,beijing,beijingshi,beijing,xichengqu,xicheng,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,sanlitun,beijing指北京，无需修改。sanlitun指北京朝阳区的三里屯街道，所属地级行政区是北京市，全称北京市，简称北京。三里屯街道所在的朝阳区，全称朝阳区，简称朝阳,北京,北京市,北京,朝阳区,朝阳,,beijing,beijing,beijingshi,beijing,chaoyangqu,chaoyang,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,xingfeng subdistrict,beijing指北京，无需修改。xingfeng subdistrict指北京大兴区的兴丰街道，所属地级行政区是北京市，全称北京市，简称北京。兴丰街道所在的大兴区，全称大兴区，简称大兴,北京,北京市,北京,大兴区,大兴,,beijing,beijing,beijingshi,beijing,daxingqu,daxing,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,longshan subdistrict,beijing指北京，无需修改。longshan subdistrict指北京的龙泽园街道（原龙山街道已撤并），所属地级行政区就是北京市，全称北京市，简称北京。龙泽园街道全称龙泽园街道，简称龙泽园，填充到区。,北京,北京市,北京,龙泽园街道,龙泽园,,beijing,beijing,beijingshi,beijing,longzeyuanjiedao,longzeyuan,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
liaoning,huanren manzu aut county,liaoning指辽宁，无需修改。huanren manzu aut county指辽宁本溪市的桓仁满族自治县，所属地级行政是本溪市，全称本溪市，简称本溪。桓仁满族自治县全称桓仁满族自治县，简称桓仁,辽宁,本溪市,本溪,桓仁满族自治县,桓仁,辽宁拼音liaoning，本溪市拼音benxishi，本溪拼音benxi，桓仁满族自治县拼音huanrenmanzuzizhixian，桓仁拼音huanren,liaoning,liaoning,benxishi,benxi,huanrenmanzuzizhixian,huanren,辽宁省,辽宁,本溪市,本溪,benxishi,Benxi,Liaoning,
liaoning,benxi manzu aut county,liaoning指辽宁，无需修改。benxi manzu aut county指辽宁的本溪满族自治县，所属地级行政是本溪市，全称本溪市，简称本溪。本溪满族自治县全称本溪满族自治县，简称本溪,辽宁,本溪市,本溪,本溪满族自治县,本溪,,liaoning,liaoning,benxishi,benxi,benxi manzu zizhi xian,benxi,辽宁省,辽宁,本溪市,本溪,benxishi,Benxi,Liaoning,
liaoning,huanren manchu autonomous county,liaoning指辽宁，无需修改。huanren manchu autonomous county指辽宁本溪的桓仁满族自治县，所属地级行政区是本溪市，全称本溪市，简称本溪。桓仁满族自治县全称桓仁满族自治县，简称桓仁,辽宁,本溪市,本溪,桓仁满族自治县,桓仁,,liaoning,liaoning,benxishi,benxi,huanrenmanzuzi zhixian,huanren,辽宁省,辽宁,本溪市,本溪,benxishi,Benxi,Liaoning,
guizhou,hongguo subdistrict,guizhou指贵州，无需修改。hongguo subdistrict指贵州毕节市的洪南路街道，所属地级行政区是毕节市，全称毕节市，简称毕节。洪南路街道全称洪南路街道，简称洪南路，将原输入的hongguo subdistrict按规则处理为hongguo，填充到区。,贵州,毕节市,毕节,hongguo,hongguo,,guizhou,guizhou,bijieshi,bijie,null,null,贵州省,贵州,毕节市,毕节,bijieshi,Bijie,Guizhou,
jilin,lüyuan district,jilin指吉林，符合格式无需修改。lüyuan district在吉林指长春市的绿园区，所属地级行政区是长春市，全称长春市，简称长春。绿园区全称绿园区，简称绿园。,吉林,长春市,长春,绿园区,绿园,吉林拼音jilin，长春市拼音changchunshi，长春拼音changchun，绿园区拼音lvyuanqu，绿园拼音lvyuan,jilin,jilin,changchunshi,changchun,lvyuanqu,lvyuan,吉林省,吉林,长春市,长春,changchunshi,Changchun,Jilin,
xinjiang uygur,jimsar county,xinjiang uygur指新疆维吾尔自治区，无需修改。jimsar county指新疆的吉木萨尔县，吉木萨尔县是县级行政区，所属地级行政区是昌吉回族自治州，全称昌吉回族自治州，简称昌吉。吉木萨尔县全称吉木萨尔县，简称吉木萨尔，填充到区。,新疆维吾尔自治区,昌吉回族自治州,昌吉,吉木萨尔县,吉木萨尔,,xinjiangweiwu erzizhiqu,xinjiang,changjihuizuzi zhizhou,changji,jimusaerxian,jimusaer,新疆维吾尔自治区,新疆,昌吉回族自治州,昌吉,changjihuizuzizhizhou,Changji,Xinjiang,
xinjiang uygur,manas county,xinjiang uygur指新疆维吾尔自治区，全称应改为新疆维吾尔自治区，简称新疆。manas county指新疆的玛纳斯县，所属地级行政是昌吉回族自治州，全称昌吉回族自治州，简称昌吉。玛纳斯县全称玛纳斯县，简称玛纳斯,新疆维吾尔自治区,昌吉回族自治州,昌吉,玛纳斯县,玛纳斯,,xinjiangweiwuerzizhiqu,xinjiang,changjihuizuzizhizhou,changji,manasixian,manasi,新疆维吾尔自治区,新疆,昌吉回族自治州,昌吉,changjihuizuzizhizhou,Changji,Xinjiang,
hunan,yuhua district,hunan指湖南，无需修改。yuhua district指湖南长沙市的雨花区，全称长沙市，简称长沙。雨花区全称雨花区，简称雨花,湖南,长沙市,长沙,雨花区,雨花,,hun an,hunan,changshaishi,changsha,yuhuaqu,yuhua,湖南省,湖南,长沙市,长沙,changshashi,Changsha,Hunan,
shanxi,shangdang district,shanxi指山西，符合格式无需修改。shangdang district指山西的上党区，上党区是县级行政单位，所属地级行政区是长治市，全称长治市，简称长治。上党区全称上党区，简称上党，填充到区。,山西,长治市,长治,上党区,上党,,shanxi,shanxi,changzhishi,changzhi,shangdangqu,shangdang,山西省,山西,长治市,长治,changzhishi,Changzhi,Shanxi,
jiangsu,liyang,jiangsu指江苏，无需修改。liyang指江苏的溧阳市，溧阳市是县级市，所属地级行政区是常州市，全称常州市，简称常州。溧阳市全称溧阳市，简称溧阳，填充到区。,江苏,常州市,常州,溧阳市,溧阳,,jiangsu,jiangsu,changzhoushi,changzhou,liyangshi,liyang,江苏省,江苏,常州市,常州,changzhoushi,Changzhou,Jiangsu,
hebei,fengning manzu aut county,hebei指河北，无需修改。fengning manzu aut county指河北的丰宁满族自治县，所属地级行政区是承德市，全称承德市，简称承德。丰宁满族自治县全称丰宁满族自治县，简称丰宁，填充到区。,河北,承德市,承德,丰宁满族自治县,丰宁,河北拼音hebei，承德市拼音chengdeshi，承德拼音chengde，丰宁满族自治县拼音fengningmanzuzizhixian，丰宁拼音fengning,hebei,hebei,chengdeshi,chengde,fengningmanzuzizhixian,fengning,河北省,河北,承德市,承德,chengdeshi,Chengde,Hebei,
hebei,weichang manchu and mongol autonomous co,hebei指河北，无需修改。weichang manchu and mongol autonomous co指河北承德市的围场满族蒙古族自治县，承德市是地级行政区，全称承德市，简称承德。围场满族蒙古族自治县的全称是围场满族蒙古族自治县，简称围场，填充到区。,河北,承德市,承德,围场满族蒙古族自治县,围场,河北拼音hebei，承德市拼音chengdeshi，承德拼音chengde，围场满族蒙古族自治县拼音weichangmanzumengguzuzhixian，围场拼音weichang,hebei,hebei,chengdeshi,chengde,weichangmanzumengguzuzhixian,weichang,河北省,河北,承德市,承德,chengdeshi,Chengde,Hebei,
hebei,weichang manzu mongolzu aut county,hebei指河北，无需修改。weichang manzu mongolzu aut county指河北的围场满族蒙古族自治县，所属地级行政区是承德市，全称承德市，简称承德。围场满族蒙古族自治县全称围场满族蒙古族自治县，简称围场,河北,承德市,承德,围场满族蒙古族自治县,围场,,hebei,hebei,chengdeshi,chengde,weichang manzu mengguzu zizhi xian,weichang,河北省,河北,承德市,承德,chengdeshi,Chengde,Hebei,
